old_shopify_url,content_type,current_handle_slug,proposed_nextjs_url,action,notes
/8-tips-for-grappling-after-30,legacy-redirect,8-tips-for-grappling-after-30,(gone),410,Existing Shopify redirect → /blogs/blog/8-tips-for-grappling-after-30. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/performance-enhancing-drugs-jiu-jitsu,legacy-redirect,performance-enhancing-drugs-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/performance-enhancing-drugs-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/keys-to-improve-your-mount,legacy-redirect,keys-to-improve-your-mount,(gone),410,Existing Shopify redirect → /blogs/blog/keys-to-improve-your-mount. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/jiu-jitsu-video-powerful-closed-guard-sweep,legacy-redirect,jiu-jitsu-video-powerful-closed-guard-sweep,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-video-powerful-closed-guard-sweep. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/why-concepts-are-better-than-techniques-in-bjj,legacy-redirect,why-concepts-are-better-than-techniques-in-bjj,/blogs/blog/why-concepts-are-better-than-techniques-in-bjj,301,Existing Shopify redirect → /blogs/blog/why-concepts-are-better-than-techniques-in-bjj. Flatten to retained article/technique URL in one hop.
/how-to-learn-jiu-jitsu-faster,legacy-redirect,how-to-learn-jiu-jitsu-faster,/blogs/blog/how-to-learn-jiu-jitsu-faster,301,Existing Shopify redirect → /blogs/blog/how-to-learn-jiu-jitsu-faster. Flatten to retained article/technique URL in one hop.
/a-deeper-understanding-of-jiu-jitsu,legacy-redirect,a-deeper-understanding-of-jiu-jitsu,/blogs/blog/a-deeper-understanding-of-jiu-jitsu,301,Existing Shopify redirect → /blogs/blog/a-deeper-understanding-of-jiu-jitsu. Flatten to retained article/technique URL in one hop.
/8-steps-to-finding-the-perfect-bjj-gi,legacy-redirect,8-steps-to-finding-the-perfect-bjj-gi,(gone),410,Existing Shopify redirect → /blogs/blog/8-steps-to-finding-the-perfect-bjj-gi. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/bjj-throws-and-takedowns-concept,legacy-redirect,bjj-throws-and-takedowns-concept,(gone),410,Existing Shopify redirect → /blogs/blog/bjj-throws-and-takedowns-concept. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/passing-the-guard-a-conceptual-approach,legacy-redirect,passing-the-guard-a-conceptual-approach,(gone),410,Existing Shopify redirect → /blogs/blog/passing-the-guard-a-conceptual-approach. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/understanding-takedowns-in-jiu-jitsu,legacy-redirect,understanding-takedowns-in-jiu-jitsu,/blogs/blog/understanding-takedowns-in-jiu-jitsu,301,Existing Shopify redirect → /blogs/blog/understanding-takedowns-in-jiu-jitsu. Flatten to retained article/technique URL in one hop.
/4-jiu-jitsu-lessons-from-bruce-lee,legacy-redirect,4-jiu-jitsu-lessons-from-bruce-lee,(gone),410,Existing Shopify redirect → /blogs/blog/4-jiu-jitsu-lessons-from-bruce-lee. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/better-jiu-jitsu-in-28-days-challenge,legacy-redirect,better-jiu-jitsu-in-28-days-challenge,(gone),410,Existing Shopify redirect → /blogs/blog/better-jiu-jitsu-in-28-days-challenge. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/conceptual-jiu-jitsu-at-its-finest,legacy-redirect,conceptual-jiu-jitsu-at-its-finest,(gone),410,Existing Shopify redirect → /blogs/blog/conceptual-jiu-jitsu-at-its-finest. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/become-a-master-of-escapes,legacy-redirect,become-a-master-of-escapes,/blogs/blog/become-a-master-of-escapes,301,Existing Shopify redirect → /blogs/blog/become-a-master-of-escapes. Flatten to retained article/technique URL in one hop.
/juicing-for-bjj-mma,legacy-redirect,juicing-for-bjj-mma,(gone),410,Existing Shopify redirect → /blogs/blog/juicing-for-bjj-mma. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/kettlebell-training-for-jiu-jitsu,legacy-redirect,kettlebell-training-for-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/kettlebell-training-for-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/its-not-about-how-hard-you-can-roll,legacy-redirect,its-not-about-how-hard-you-can-roll,(gone),410,Existing Shopify redirect → /blogs/blog/its-not-about-how-hard-you-can-roll. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/3-phase-arm-lock-from-closed-guard,legacy-redirect,3-phase-arm-lock-from-closed-guard,(gone),410,Existing Shopify redirect → /blogs/blog/3-phase-arm-lock-from-closed-guard. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/how-to-pass-the-de-la-riva-guard,legacy-redirect,how-to-pass-the-de-la-riva-guard,(gone),410,Existing Shopify redirect → /blogs/blog/how-to-pass-the-de-la-riva-guard. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/is-your-neck-strong-enough-for-jiu-jitsu,legacy-redirect,is-your-neck-strong-enough-for-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/is-your-neck-strong-enough-for-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/top-ten-bjj-vacation-cities,legacy-redirect,top-ten-bjj-vacation-cities,(gone),410,Existing Shopify redirect → /blogs/blog/top-ten-bjj-vacation-cities. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/finding-your-flow-in-jiu-jitsu-2,legacy-redirect,finding-your-flow-in-jiu-jitsu-2,(gone),410,Existing Shopify redirect → /blogs/blog/finding-your-flow-in-jiu-jitsu-2. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/kimura-sweep-submission,legacy-redirect,kimura-sweep-submission,(gone),410,Existing Shopify redirect → /blogs/blog/kimura-sweep-submission. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/rules-bjj-grappling-competitions,legacy-redirect,rules-bjj-grappling-competitions,(gone),410,Existing Shopify redirect → /blogs/blog/rules-bjj-grappling-competitions. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/family-jiu-jitsu,legacy-redirect,family-jiu-jitsu,/blogs/blog/family-jiu-jitsu,301,Existing Shopify redirect → /blogs/blog/family-jiu-jitsu. Flatten to retained article/technique URL in one hop.
/importance-footwork-jiu-jitsu,legacy-redirect,importance-footwork-jiu-jitsu,/blogs/blog/importance-footwork-jiu-jitsu,301,Existing Shopify redirect → /blogs/blog/importance-footwork-jiu-jitsu. Flatten to retained article/technique URL in one hop.
/cut-weight-jiu-jitsu-competitions,legacy-redirect,cut-weight-jiu-jitsu-competitions,/blogs/blog/cut-weight-jiu-jitsu-competitions,301,Existing Shopify redirect → /blogs/blog/cut-weight-jiu-jitsu-competitions. Flatten to retained article/technique URL in one hop.
/grappling-martial-arts,legacy-redirect,grappling-martial-arts,/blogs/blog/grappling-martial-arts,301,Existing Shopify redirect → /blogs/blog/grappling-martial-arts. Flatten to retained article/technique URL in one hop.
/the-rear-naked-choke-the-king-of-submissions,legacy-redirect,the-rear-naked-choke-the-king-of-submissions,/blogs/blog/the-rear-naked-choke-the-king-of-submissions,301,Existing Shopify redirect → /blogs/blog/the-rear-naked-choke-the-king-of-submissions. Flatten to retained article/technique URL in one hop.
/why-you-should-compete-at-least-once-in-bjj,legacy-redirect,why-you-should-compete-at-least-once-in-bjj,/blogs/blog/why-you-should-compete-at-least-once-in-bjj,301,Existing Shopify redirect → /blogs/blog/why-you-should-compete-at-least-once-in-bjj. Flatten to retained article/technique URL in one hop.
/is-jiu-jitsu-a-cult,legacy-redirect,is-jiu-jitsu-a-cult,(gone),410,Existing Shopify redirect → /blogs/blog/is-jiu-jitsu-a-cult. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/grappling-central-podcast,legacy-redirect,grappling-central-podcast,(gone),410,Existing Shopify redirect → /blogs/blog/grappling-central-podcast. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/want-open-jiu-jitsu-academy,legacy-redirect,want-open-jiu-jitsu-academy,(gone),410,Existing Shopify redirect → /blogs/blog/want-open-jiu-jitsu-academy. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/5-ways-jiujitsu-benefits-children-autism,legacy-redirect,5-ways-jiujitsu-benefits-children-autism,/blogs/blog/5-ways-jiujitsu-benefits-children-autism,301,Existing Shopify redirect → /blogs/blog/5-ways-jiujitsu-benefits-children-autism. Flatten to retained article/technique URL in one hop.
/the-soul-of-jiu-jitsu,legacy-redirect,the-soul-of-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/the-soul-of-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/6-unusual-ways-improve-jiu-jitsu,legacy-redirect,6-unusual-ways-improve-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/6-unusual-ways-improve-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/7-reasons-your-jiu-jitsu-isnt-getting-better,legacy-redirect,7-reasons-your-jiu-jitsu-isnt-getting-better,(gone),410,Existing Shopify redirect → /blogs/blog/7-reasons-your-jiu-jitsu-isnt-getting-better. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/the-weakness-hiding-in-your-jiu-jitsu,legacy-redirect,the-weakness-hiding-in-your-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/the-weakness-hiding-in-your-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/10-000-hours-just-start,legacy-redirect,10-000-hours-just-start,/blogs/blog/10-000-hours-just-start,301,Existing Shopify redirect → /blogs/blog/10-000-hours-just-start. Flatten to retained article/technique URL in one hop.
/the-biggest-lie-in-jiu-jitsu,legacy-redirect,the-biggest-lie-in-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/the-biggest-lie-in-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/the-gracies-first-family-of-jiu-jitsu,legacy-redirect,the-gracies-first-family-of-jiu-jitsu,/blogs/blog/the-gracies-first-family-of-jiu-jitsu,301,Existing Shopify redirect → /blogs/blog/the-gracies-first-family-of-jiu-jitsu. Flatten to retained article/technique URL in one hop.
/a-coach-is-more-than-just-a-teacher,legacy-redirect,a-coach-is-more-than-just-a-teacher,/blogs/blog/a-coach-is-more-than-just-a-teacher,301,Existing Shopify redirect → /blogs/blog/a-coach-is-more-than-just-a-teacher. Flatten to retained article/technique URL in one hop.
/beat-half-guard-knee-shield,legacy-redirect,beat-half-guard-knee-shield,(gone),410,Existing Shopify redirect → /blogs/blog/beat-half-guard-knee-shield. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/different-approach-side-control,legacy-redirect,different-approach-side-control,(gone),410,Existing Shopify redirect → /blogs/blog/different-approach-side-control. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/berimbolo-cant-save-you,legacy-redirect,berimbolo-cant-save-you,(gone),410,Existing Shopify redirect → /blogs/blog/berimbolo-cant-save-you. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/jiu-jitsu-better-dieting,legacy-redirect,jiu-jitsu-better-dieting,/blogs/blog/jiu-jitsu-better-dieting,301,Existing Shopify redirect → /blogs/blog/jiu-jitsu-better-dieting. Flatten to retained article/technique URL in one hop.
/the-best-yoga-posture-for-bjj,legacy-redirect,the-best-yoga-posture-for-bjj,(gone),410,Existing Shopify redirect → /blogs/blog/the-best-yoga-posture-for-bjj. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/introduction-jiu-jitsu-photography,legacy-redirect,introduction-jiu-jitsu-photography,(gone),410,Existing Shopify redirect → /blogs/blog/introduction-jiu-jitsu-photography. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/there-are-no-bad-positions-in-jiu-jitsu,legacy-redirect,there-are-no-bad-positions-in-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/there-are-no-bad-positions-in-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/positional-study-shin-to-shin-guard,legacy-redirect,positional-study-shin-to-shin-guard,(gone),410,Existing Shopify redirect → /blogs/blog/positional-study-shin-to-shin-guard. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/leg-locks-101,legacy-redirect,leg-locks-101,/blogs/blog/leg-locks-101,301,Existing Shopify redirect → /blogs/blog/leg-locks-101. Flatten to retained article/technique URL in one hop.
/rickson-gracie-jiu-jitsus-living-legend,legacy-redirect,rickson-gracie-jiu-jitsus-living-legend,/blogs/blog/rickson-gracie-jiu-jitsus-living-legend,301,Existing Shopify redirect → /blogs/blog/rickson-gracie-jiu-jitsus-living-legend. Flatten to retained article/technique URL in one hop.
/important-concept-jiu-jitsu,legacy-redirect,important-concept-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/important-concept-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/favorite-sweep-part-one,legacy-redirect,favorite-sweep-part-one,(gone),410,Existing Shopify redirect → /blogs/blog/favorite-sweep-part-one. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/positional-study-shin-to-shin-single-leg-x-ashi-garami,legacy-redirect,positional-study-shin-to-shin-single-leg-x-ashi-garami,/blogs/blog/positional-study-shin-to-shin-single-leg-x-ashi-garami,301,Existing Shopify redirect → /blogs/blog/positional-study-shin-to-shin-single-leg-x-ashi-garami. Flatten to retained article/technique URL in one hop.
/bjj-blue-belt-test,legacy-redirect,bjj-blue-belt-test,(gone),410,Existing Shopify redirect → /blogs/blog/bjj-blue-belt-test. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/favorite-sweep-part-2,legacy-redirect,favorite-sweep-part-2,(gone),410,Existing Shopify redirect → /blogs/blog/favorite-sweep-part-2. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/nobody-can-take,legacy-redirect,nobody-can-take,(gone),410,Existing Shopify redirect → /blogs/blog/nobody-can-take. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/wrestling-takedowns,legacy-redirect,wrestling-takedowns,/blogs/blog/wrestling-takedowns,301,Existing Shopify redirect → /blogs/blog/wrestling-takedowns. Flatten to retained article/technique URL in one hop.
/how-many-takedowns-do-you-really-need,legacy-redirect,how-many-takedowns-do-you-really-need,(gone),410,Existing Shopify redirect → /blogs/blog/how-many-takedowns-do-you-really-need. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/dont-quit-at-blue-belt,legacy-redirect,dont-quit-at-blue-belt,(gone),410,Existing Shopify redirect → /blogs/blog/dont-quit-at-blue-belt. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/the-science-of-jiu-jitsu,legacy-redirect,the-science-of-jiu-jitsu,/blogs/blog/the-science-of-jiu-jitsu,301,Existing Shopify redirect → /blogs/blog/the-science-of-jiu-jitsu. Flatten to retained article/technique URL in one hop.
/jiu-jitsu-the-perfect-sport-for-kids,legacy-redirect,jiu-jitsu-the-perfect-sport-for-kids,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-the-perfect-sport-for-kids. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/eddie-bravo-a-jiu-jitsu-original,legacy-redirect,eddie-bravo-a-jiu-jitsu-original,/blogs/blog/eddie-bravo-a-jiu-jitsu-original,301,Existing Shopify redirect → /blogs/blog/eddie-bravo-a-jiu-jitsu-original. Flatten to retained article/technique URL in one hop.
/no-you-didnt-start-jiu-jitsu-too-late,legacy-redirect,no-you-didnt-start-jiu-jitsu-too-late,/blogs/blog/no-you-didnt-start-jiu-jitsu-too-late,301,Existing Shopify redirect → /blogs/blog/no-you-didnt-start-jiu-jitsu-too-late. Flatten to retained article/technique URL in one hop.
/what-makes-a-true-jiu-jitsu-master,legacy-redirect,what-makes-a-true-jiu-jitsu-master,(gone),410,Existing Shopify redirect → /blogs/blog/what-makes-a-true-jiu-jitsu-master. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/the-single-leg-takedown-a-conceptual-approach,legacy-redirect,the-single-leg-takedown-a-conceptual-approach,/blogs/blog/the-single-leg-takedown-a-conceptual-approach,301,Existing Shopify redirect → /blogs/blog/the-single-leg-takedown-a-conceptual-approach. Flatten to retained article/technique URL in one hop.
/the-evolution-of-jiu-jitsu,legacy-redirect,the-evolution-of-jiu-jitsu,/blogs/blog/the-evolution-of-jiu-jitsu,301,Existing Shopify redirect → /blogs/blog/the-evolution-of-jiu-jitsu. Flatten to retained article/technique URL in one hop.
/why-you-lost-your-last-jiu-jitsu-tournament,legacy-redirect,why-you-lost-your-last-jiu-jitsu-tournament,(gone),410,Existing Shopify redirect → /blogs/blog/why-you-lost-your-last-jiu-jitsu-tournament. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/cross-training-in-wrestling-and-jiu-jitsu,legacy-redirect,cross-training-in-wrestling-and-jiu-jitsu,/blogs/blog/cross-training-in-wrestling-and-jiu-jitsu,301,Existing Shopify redirect → /blogs/blog/cross-training-in-wrestling-and-jiu-jitsu. Flatten to retained article/technique URL in one hop.
/mobility-training-for-jiu-jitsu,legacy-redirect,mobility-training-for-jiu-jitsu,/blogs/blog/mobility-training-for-jiu-jitsu,301,Existing Shopify redirect → /blogs/blog/mobility-training-for-jiu-jitsu. Flatten to retained article/technique URL in one hop.
/nutrient-timing-for-grapplers,legacy-redirect,nutrient-timing-for-grapplers,(gone),410,Existing Shopify redirect → /blogs/blog/nutrient-timing-for-grapplers. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/bjjs-biggest-weakness-is-its-new-secret-weapon,legacy-redirect,bjjs-biggest-weakness-is-its-new-secret-weapon,/blogs/blog/bjjs-biggest-weakness-is-its-new-secret-weapon,301,Existing Shopify redirect → /blogs/blog/bjjs-biggest-weakness-is-its-new-secret-weapon. Flatten to retained article/technique URL in one hop.
/the-top-7-shoulder-conditions-effecting-grapplers,legacy-redirect,the-top-7-shoulder-conditions-effecting-grapplers,/blogs/blog/the-top-7-shoulder-conditions-effecting-grapplers,301,Existing Shopify redirect → /blogs/blog/the-top-7-shoulder-conditions-effecting-grapplers. Flatten to retained article/technique URL in one hop.
/5-reasons-kettlebells-are-the-perfect-compliment-to-jiu-jitsu,legacy-redirect,5-reasons-kettlebells-are-the-perfect-compliment-to-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/5-reasons-kettlebells-are-the-perfect-compliment-to-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/the-fundamentals-of-x-guard,legacy-redirect,the-fundamentals-of-x-guard,(gone),410,Existing Shopify redirect → /blogs/blog/the-fundamentals-of-x-guard. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/basic-guard-passing-drills,legacy-redirect,basic-guard-passing-drills,(gone),410,Existing Shopify redirect → /blogs/blog/basic-guard-passing-drills. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/3-unusual-ways-to-open-the-guard,legacy-redirect,3-unusual-ways-to-open-the-guard,(gone),410,Existing Shopify redirect → /blogs/blog/3-unusual-ways-to-open-the-guard. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/basics-of-the-straight-foot-lock,legacy-redirect,basics-of-the-straight-foot-lock,(gone),410,Existing Shopify redirect → /blogs/blog/basics-of-the-straight-foot-lock. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/the-sneakiest-choke-youll-ever-do,legacy-redirect,the-sneakiest-choke-youll-ever-do,(gone),410,Existing Shopify redirect → /blogs/blog/the-sneakiest-choke-youll-ever-do. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/a-detailed-guide-to-the-guillotine-choke,legacy-redirect,a-detailed-guide-to-the-guillotine-choke,(gone),410,Existing Shopify redirect → /blogs/blog/a-detailed-guide-to-the-guillotine-choke. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/a-parents-guide-to-bjj-for-kids,legacy-redirect,a-parents-guide-to-bjj-for-kids,(gone),410,Existing Shopify redirect → /blogs/blog/a-parents-guide-to-bjj-for-kids. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/jiu-jitsu-journal-taking-notes-bjj,legacy-redirect,jiu-jitsu-journal-taking-notes-bjj,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-journal-taking-notes-bjj. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/bjj-survival-guide-tips-tricks-training-jiu-jitsu,legacy-redirect,bjj-survival-guide-tips-tricks-training-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/bjj-survival-guide-tips-tricks-training-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/beginners-read-first-bjj-class,legacy-redirect,beginners-read-first-bjj-class,(gone),410,Existing Shopify redirect → /blogs/blog/beginners-read-first-bjj-class. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/bjj-gym-bag-hacks-must-essentials-jiu-jitsu,legacy-redirect,bjj-gym-bag-hacks-must-essentials-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/bjj-gym-bag-hacks-must-essentials-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
?p=4942,legacy-redirect,?p=4942,(gone),410,Existing Shopify redirect → /blogs/blog/commandments-for-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump. Query-string source.
/bjj-hair-hairstyles-jiu-jitsu,legacy-redirect,bjj-hair-hairstyles-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/bjj-hair-hairstyles-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/period-training-jiu-jitsu-menstrual-cycle-martial-arts,legacy-redirect,period-training-jiu-jitsu-menstrual-cycle-martial-arts,(gone),410,Existing Shopify redirect → /blogs/blog/period-training-jiu-jitsu-menstrual-cycle-martial-arts. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/bjj-off-mats-live-jiu-jitsu-lifestyle,legacy-redirect,bjj-off-mats-live-jiu-jitsu-lifestyle,(gone),410,Existing Shopify redirect → /blogs/blog/bjj-off-mats-live-jiu-jitsu-lifestyle. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/morning-routine-bjj-day,legacy-redirect,morning-routine-bjj-day,(gone),410,Existing Shopify redirect → /blogs/blog/morning-routine-bjj-day. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/main-positions-jiu-jitsu,legacy-redirect,main-positions-jiu-jitsu,/blogs/blog/main-positions-jiu-jitsu,301,Existing Shopify redirect → /blogs/blog/main-positions-jiu-jitsu. Flatten to retained article/technique URL in one hop.
/jiu-jitsu-sisterhood-selfie-scavenger-hunt,legacy-redirect,jiu-jitsu-sisterhood-selfie-scavenger-hunt,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-sisterhood-selfie-scavenger-hunt. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/bjj-jiu-jitsu,legacy-redirect,bjj-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/bjj-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/jiu-jitsu-40,legacy-redirect,jiu-jitsu-40,(gone),410,Existing Shopify redirect → /blogs/blog/jiu-jitsu-40. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/top-10-superfoods-jiu-jitsu,legacy-redirect,top-10-superfoods-jiu-jitsu,(gone),410,Existing Shopify redirect → /blogs/blog/top-10-superfoods-jiu-jitsu. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/meditation-martial-arts,legacy-redirect,meditation-martial-arts,(gone),410,Existing Shopify redirect → /blogs/blog/meditation-martial-arts. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/training-martial-arts-moms,legacy-redirect,training-martial-arts-moms,(gone),410,Existing Shopify redirect → /blogs/blog/training-martial-arts-moms. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
?p=5110,legacy-redirect,?p=5110,(gone),410,Existing Shopify redirect → /blogs/blog/bjj-neck-injury-getting-stacked. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump. Query-string source.
/episode-001-roy-dean,legacy-redirect,episode-001-roy-dean,(gone),410,Existing Shopify redirect → /blogs/blog/episode-001-roy-dean. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-004-eddie-fyvie,legacy-redirect,episode-004-eddie-fyvie,(gone),410,Existing Shopify redirect → /blogs/blog/episode-004-eddie-fyvie. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-003-nick-raphael,legacy-redirect,episode-003-nick-raphael,(gone),410,Existing Shopify redirect → /blogs/blog/episode-003-nick-raphael. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-002-mike-bidwell,legacy-redirect,episode-002-mike-bidwell,(gone),410,Existing Shopify redirect → /blogs/blog/episode-002-mike-bidwell. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-005-paul-moran,legacy-redirect,episode-005-paul-moran,(gone),410,Existing Shopify redirect → /blogs/blog/episode-005-paul-moran. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-007-liam-resnekov,legacy-redirect,episode-007-liam-resnekov,(gone),410,Existing Shopify redirect → /blogs/blog/episode-007-liam-resnekov. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-006-mike-arash-moghaddas,legacy-redirect,episode-006-mike-arash-moghaddas,(gone),410,Existing Shopify redirect → /blogs/blog/episode-006-mike-arash-moghaddas. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-008-david-reilly,legacy-redirect,episode-008-david-reilly,(gone),410,Existing Shopify redirect → /blogs/blog/episode-008-david-reilly. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-009-chris-matakas,legacy-redirect,episode-009-chris-matakas,(gone),410,Existing Shopify redirect → /blogs/blog/episode-009-chris-matakas. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-010-matt-thornton,legacy-redirect,episode-010-matt-thornton,(gone),410,Existing Shopify redirect → /blogs/blog/episode-010-matt-thornton. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-012-roger-gracie,legacy-redirect,episode-012-roger-gracie,(gone),410,Existing Shopify redirect → /blogs/blog/episode-012-roger-gracie. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-011-scott-langley,legacy-redirect,episode-011-scott-langley,(gone),410,Existing Shopify redirect → /blogs/blog/episode-011-scott-langley. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
/episode-013-billy-biohazard-graziadei,legacy-redirect,episode-013-billy-biohazard-graziadei,(gone),410,Existing Shopify redirect → /blogs/blog/episode-013-billy-biohazard-graziadei. Obsolete WordPress-era blog target with no retained article. Default 410; do not homepage-dump.
