record_kind,content_role,shopify_id,title,handle,blog_handle,blog_title,canonical_url,is_published,published_at,created_at,updated_at,author,has_summary,summary_chars,body_format,body_chars_text,body_bytes,has_featured_image,featured_image_url,featured_image_alt,seo_title,seo_description,tags,inline_image_count,youtube_or_iframe,iframe_count,internal_link_count,external_link_count,transform_link_count,sample_transform_links,migration_difficulty,difficulty_flags,appears_complete,recommended_treatment,decision_needed,notes_extra
technique,technique,gid://shopify/Article/610021703962,High-Percentage Judo Takedowns for BJJ,high-percentage-judo-takedowns-for-bjj,techniques,Techniques,/blogs/techniques/high-percentage-judo-takedowns-for-bjj,true,2025-03-07T12:59:09Z,2025-03-07T12:59:14Z,2025-03-07T16:21:50Z,JJB Admin,true,202,html,1171,2122,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Judo_for_BJJ.png?v=1741364510,,,"Leigh Remedios, Judo and BJJ black belt, teaches a high-percentage takedown system for BJJ, featuring the Tornado Throw, Sumi Gaeshi, and Yoko Tomoe Nage with smart gripping strategies to minimise risk.",,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/610389557530,Smooth Side Control to Mount Transition,smooth-side-control-to-mount-transition,techniques,Techniques,/blogs/techniques/smooth-side-control-to-mount-transition,true,2025-03-31T11:16:26Z,2025-03-31T11:12:50Z,2025-03-31T11:16:31Z,JJB Admin,true,223,html,559,909,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Side_Control_to_Mount.png?v=1743419791,,,"Kingston Jiu Jitsu’s Marc Barton teaches a simple, effective side control to mount transition, helping you build control, pressure, and a high mount finish to dominate from the top.",gi|patches|rashguards,0,yes,1,0,0,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
article,article,gid://shopify/Article/610500083994,Why Jiu Jitsu Was the Therapy I Didn’t Know I Needed,why-jiu-jitsu-was-the-therapy-i-didn-t-know-i-needed,blog,Articles,/blogs/blog/why-jiu-jitsu-was-the-therapy-i-didn-t-know-i-needed,true,2025-04-07T16:56:57Z,2025-04-07T16:55:24Z,2025-04-12T09:14:26Z,JJB Admin,true,347,html,9459,11424,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Why_Jiu_Jitsu_Heals.png?v=1744449266,,,"Explore how Brazilian Jiu Jitsu offers therapeutic relief from burnout and anxiety, promoting mindfulness, resilience and emotional healing through movement.",belts|patches|rashguards,0,no,0,0,6,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/610646950170,False Reap Entry to Heel Hook | Leigh Remedios’ Polaris Finish!,false-reap-entry-to-heel-hook-leigh-remedios-polaris-finish,techniques,Techniques,/blogs/techniques/false-reap-entry-to-heel-hook-leigh-remedios-polaris-finish,true,2025-04-14T09:10:15Z,2025-04-14T09:10:12Z,2025-04-14T09:10:19Z,JJB Admin,true,268,html,261,481,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/False_Reap_YouTube.png?v=1744621819,,,"Learn the slick false reap heel hook entry that BJJ black belt Leigh Remedios used to submit Nick ‘The Tooth’ Gullo at Polaris, taken from his instructional Zero to Hero: Introduction to Heel Hooks.",Leg Locks|Leigh Remedios,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/610366390554,Maurício Gomes: The Legacy of a Jiu-Jitsu Pioneer,mauricio-gomes-the-legacy-of-a-jiu-jitsu-pioneer,blog,Articles,/blogs/blog/mauricio-gomes-the-legacy-of-a-jiu-jitsu-pioneer,true,2025-03-28T13:10:16Z,2025-03-28T13:10:23Z,2025-04-21T08:37:27Z,JJB Admin,true,143,html,6693,7553,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Godfather_of_BJJ.png?v=1745224647,,,"Explore the legacy of Maurício Gomes, a Jiu Jitsu pioneer whose influence shaped generations of grapplers across the world.",,1,no,0,0,3,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/610903392538,Rob Taylor’s Guard Passing Masterclass,rob-taylor-s-guard-passing-masterclass,techniques,Techniques,/blogs/techniques/rob-taylor-s-guard-passing-masterclass,true,2025-05-05T11:40:13Z,2025-05-05T11:39:30Z,2025-05-05T11:40:15Z,JJB Admin,true,225,html,850,1547,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Pass_Every_Guard.png?v=1746445215,,,"Rob Taylor teaches a pressure-based guard passing system with the Terminator Concept, leg lock defence, and knee slice details.",patches|rashguards|shorts,0,yes,1,1,1,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
article,article,gid://shopify/Article/610926952730,What It Really Takes to Earn a BJJ Black Belt,what-it-really-takes-to-earn-a-bjj-black-belt,blog,Articles,/blogs/blog/what-it-really-takes-to-earn-a-bjj-black-belt,true,2025-05-10T07:48:43Z,2025-05-09T20:28:15Z,2025-05-10T18:41:04Z,JJB Admin,true,152,html,4399,5386,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Your_paragraph_text_1280_x_720_px_257b3e5f-a770-4754-bfb5-fc9b6427c01a.png?v=1746902464,,,"It takes an average of 13.3 years to earn a BJJ black belt. Discover why the journey is longer, harder, and more personal than most people think.",belts|Gis,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/611147546906,1912 Jiu-Jitsu Demo – The Roots of BJJ?,1912-jiu-jitsu-demo-the-roots-of-bjj,blog,Articles,/blogs/blog/1912-jiu-jitsu-demo-the-roots-of-bjj,true,2025-05-29T07:58:12Z,2025-05-29T07:58:01Z,2025-05-29T07:58:36Z,JJB Admin,true,158,html,363,763,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/1912_BJJ_Demo.png?v=1748505516,,,"Rare 1912 jiu-jitsu demo by Tobari & Miyake, contemporaries of Maeda, shows techniques that may have shaped early Brazilian Jiu-Jitsu.",,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/405423161404,Roger Gracie – The Story of the Greatest Grappler of All Time,roger-gracie,blog,Articles,/blogs/blog/roger-gracie,true,2025-06-05T23:00:00Z,2020-01-04T02:35:33Z,2025-06-06T08:33:34Z,JJB Admin,true,165,html,7197,7984,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Roger_Gracie_edbb51b9-e514-48fd-908f-c73b093628d1.png?v=1749198814,,,"Discover the legacy of Roger Gracie, 10x IBJJF World Champion and ADCC legend. Never submitted in competition, his mastery of fundamentals changed Jiu Jitsu forever.",belts|patches|rashguards,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/611609674010,Open Guard Fundamentals with Leigh Remedios,open-guard-fundamentals-with-leigh-remedios,techniques,Techniques,/blogs/techniques/open-guard-fundamentals-with-leigh-remedios,true,2025-06-20T14:22:41Z,2025-06-20T14:22:44Z,2025-06-20T14:22:45Z,JJB Admin,true,181,html,463,760,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Copy_of_Leigh_Vid_1_copy.png?v=1750429365,,,"BJJ legend Leigh Remedios teaches grip control, hip distance, and key guard points in Part 1 of his Fisherman Buttscoot™ open guard series.",Gis|shorts,0,yes,1,0,0,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
article,article,gid://shopify/Article/405424341052,The Shared Path of Jiu Jitsu and Yoga,yoga-jiu-jitsu-a-natural-symbiosis,blog,Articles,/blogs/blog/yoga-jiu-jitsu-a-natural-symbiosis,true,2025-06-24T07:52:22Z,2020-01-04T02:36:29Z,2025-06-24T12:50:48Z,JJB Admin,true,193,html,6543,6988,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/JJB_Thumbnail.png?v=1750769448,,,"A yoga teacher shares how Brazilian Jiu Jitsu reshaped her practice, mindset, and resilience—showing the deep connection between presence and movement.",Gis|rashguards,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/611796418842,The World of Grappling: An A–Z Tour of Wrestling Arts,the-world-of-grappling-an-a-z-tour-of-wrestling-arts,blog,Articles,/blogs/blog/the-world-of-grappling-an-a-z-tour-of-wrestling-arts,true,2025-07-07T08:24:20Z,2025-07-07T08:24:16Z,2025-07-07T08:24:24Z,JJB Admin,true,187,html,24517,27074,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/JJB_Thumbnail_880b57dd-082d-4105-b359-ab11f1a544a2.png?v=1751876664,,,"Explore 50+ grappling styles from around the world in this A–Z guide—featuring BJJ, sambo, sumo, catch wrestling, judo, and rare folk traditions.",hoodies|rashguards|shorts,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/611987980570,Collar and Sleeve Guard: Troubleshooting and Entry,collar-and-sleeve-guard-troubleshooting-and-entry,techniques,Techniques,/blogs/techniques/collar-and-sleeve-guard-troubleshooting-and-entry,true,2025-07-14T09:25:12Z,2025-07-14T08:10:51Z,2025-07-14T09:25:15Z,JJB Admin,true,166,html,444,932,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Leigh_Vid_2.png?v=1752485115,,,Leigh Remedios shows how to enter collar and sleeve guard from seated guard using his Fisherman Buttscoot™ and explains key principles for maintaining control.,,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/612180689178,Myths and Misunderstandings About Fat Loss,myths-and-misunderstandings-about-fat-loss,blog,Articles,/blogs/blog/myths-and-misunderstandings-about-fat-loss,true,2025-07-21T09:53:55Z,2025-07-21T09:53:50Z,2025-07-21T09:59:57Z,JJB Admin,true,146,html,10798,12150,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Fat_Loss_Myths.png?v=1753091997,,,"Debunking 3 fat loss myths: insulin, ketosis, and fasting. What really matters for losing fat and keeping muscle is simpler than you think.",,0,no,0,0,7,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/612417077530,Collar Grip to Ankle Pick,collar-grip-to-ankle-pick,techniques,Techniques,/blogs/techniques/collar-grip-to-ankle-pick,true,2025-07-29T08:29:44Z,2025-07-29T08:29:46Z,2025-07-29T08:30:19Z,JJB Admin,true,164,html,680,1027,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Leigh_Vids.png?v=1753777819,,Collar Grip to Ankle Pick,"Leigh Remedios shows a sneaky ankle pick sweep from seated guard, using collar grip reactions and timing to off-balance your opponent with ease.",,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/612425957658,"A Goodbye to My Friend, Oli Geddes",a-goodbye-to-my-friend-oli-geddes,blog,Articles,/blogs/blog/a-goodbye-to-my-friend-oli-geddes,true,2025-07-29T15:55:01Z,2025-07-29T15:54:59Z,2025-08-05T07:28:19Z,JJB Admin,true,172,html,2378,2533,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Copy_of_Leigh_Vids_ef004aa3-3ab9-4d4a-bda1-5ec578282167.png?v=1754378899,,,"A heartfelt tribute to Oli Geddes: UK BJJ legend, devoted teacher and inspirer, who passed away at 40 after a brave cancer battle.",,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/405422735420,Utilising the Pareto Principle for Jiu Jitsu,pareto-principle-for-jiu-jitsu,blog,Articles,/blogs/blog/pareto-principle-for-jiu-jitsu,true,2025-04-20T23:00:00Z,2020-01-04T02:35:20Z,2025-08-05T07:48:03Z,JJB Admin,true,190,html,3713,4783,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Pareto_Principle.png?v=1754380083,,,"Unlock faster Jiu Jitsu progress by applying the 80/20 rule—focus on the key techniques that deliver the biggest results. Train smarter, not harder.",Gis|rashguards,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/405423358012,Control Your Breathing: The Most Important Technique You’re Not Training,control-your-breathing,blog,Articles,/blogs/blog/control-your-breathing,true,2025-08-04T23:00:00Z,2020-01-04T02:35:40Z,2025-08-05T12:45:05Z,JJB Admin,true,189,html,5683,6307,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Breathe_a08f6db9-c65e-4a2d-8e1e-5c042291d75e.png?v=1754397905,,,"Learn why poor breathing—not poor cardio—might be the real reason you're gassing out in Jiu Jitsu, and how to fix it with simple, effective habits.",Gis|rashguards,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/612783128858,Protect and Heal Your Neck in Jiu Jitsu,protect-and-heal-your-neck-in-jiu-jitsu,blog,Articles,/blogs/blog/protect-and-heal-your-neck-in-jiu-jitsu,true,2025-09-03T07:53:29Z,2025-09-03T07:53:35Z,2025-09-03T07:53:35Z,JJB Admin,true,179,html,2091,2354,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/GLP_1_Neck.png?v=1756886015,,,"Protect your neck in Jiu Jitsu with Miad Najafi’s Grappler’s Longevity Program—practical exercises, injury prevention, and recovery tips.",belts|Gis|hoodies,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/612855578906,Just What Are Fundamentals?,just-what-are-fundamentals,blog,Articles,/blogs/blog/just-what-are-fundamentals,true,2025-09-18T11:45:44Z,2025-09-18T11:45:50Z,2025-09-18T11:47:16Z,JJB Admin,true,179,html,9309,11534,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/What_Are_Fundamentals.png?v=1758196036,,,"Discover the true fundamentals of Brazilian Jiu Jitsu – key concepts, core techniques, and why they matter from white belt to black belt.",,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/612892246298,"BJJ Over 40, 50 & Beyond | Tips for Older Grapplers",bjj-over-40-50-beyond-tips-for-older-grapplers,blog,Articles,/blogs/blog/bjj-over-40-50-beyond-tips-for-older-grapplers,true,2025-09-24T12:29:06Z,2025-09-24T12:29:40Z,2025-09-24T12:30:49Z,JJB Admin,true,147,html,622,937,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Green_Fitness_YouTube_Thumbnail.png?v=1758717049,,,"BJJ over 40, 50 & beyond? Dr Marc shares 5 proven tips to train smart, avoid injuries, and keep enjoying Brazilian Jiu Jitsu for years to come.",Gis|hoodies,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/405424963644,Why Every Grappler Needs Stand-Up Skills,understanding-takedowns-in-jiu-jitsu,blog,Articles,/blogs/blog/understanding-takedowns-in-jiu-jitsu,true,2025-10-03T07:36:23Z,2020-01-04T02:36:57Z,2025-10-03T07:38:09Z,JJB Admin,true,138,html,6861,7195,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Dont_Skip_Stand_Up.png?v=1759477089,,Competing in Jiu Jitsu? Don't Neglect Your Stand-Up Game...,Every fight starts standing. Discover why stand-up training is vital for grapplers who want a complete Jiu Jitsu game.,belts|Gis|patches,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/612952834330,The Complete Underhook Half Guard System - Sweeps & Back Takes,the-complete-underhook-half-guard-system-sweeps-back-takes,techniques,Techniques,/blogs/techniques/the-complete-underhook-half-guard-system-sweeps-back-takes,true,2025-10-07T14:18:39Z,2025-10-07T14:17:46Z,2025-10-07T14:18:42Z,JJB Admin,true,159,html,377,775,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Sweeps_Back_Takes_Half_Guard.png?v=1759846722,,,"Miad Najafi teaches his Half Guard Underhook Series — a complete system built from one of Jiu Jitsu’s most reliable positions, the underhook half guard.",belts|hoodies,0,yes,1,0,0,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
technique,technique,gid://shopify/Article/613045076250,Tripod Sweep from the Jelly Guard,tripod-sweep-from-the-jelly-guard,techniques,Techniques,/blogs/techniques/tripod-sweep-from-the-jelly-guard,true,2025-10-20T07:28:57Z,2025-10-20T07:29:10Z,2025-10-20T07:29:10Z,JJB Admin,false,0,html,427,775,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/What_is_Jelly_Guard.png?v=1760945350,,,"BJJ black belt Leigh Remedios demonstrates the Tripod Sweep from Jelly Guard, showing how to control and sweep smoothly from open guard.",,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/405423030332,A Jiu Jitsu Experience,a-jiu-jitsu-experience,blog,Articles,/blogs/blog/a-jiu-jitsu-experience,true,2025-10-22T23:00:00Z,2020-01-04T02:35:29Z,2025-10-23T07:46:19Z,JJB Admin,true,196,html,2701,2864,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/BJJ_Experience.png?v=1761205579,,,"A late starter shares what Jiu Jitsu taught him about consistency, fitness, and patience after beginning at 34. Real lessons from the mat, not theory.",Gis|rashguards,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/410369458236,The Four Main Positions in Jiu-Jitsu,main-positions-jiu-jitsu,blog,Articles,/blogs/blog/main-positions-jiu-jitsu,true,2021-06-28T07:11:56Z,2020-01-16T00:53:51Z,2025-10-25T10:00:53Z,JJB Admin,true,67,html,2419,3078,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/4_Positions.png?v=1761386453,,,An explanation of the four main positions encountered in jiu jitsu.,belts|patches|rashguards,4,no,0,0,0,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/613236539674,The De La Riva Balloon Sweep Made Easy,the-de-la-riva-balloon-sweep-made-easy,techniques,Techniques,/blogs/techniques/the-de-la-riva-balloon-sweep-made-easy,true,2025-11-01T17:40:20Z,2025-11-01T17:40:22Z,2025-11-01T17:40:23Z,JJB Admin,true,177,html,454,673,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/DLR_Balloon_Sweep.png?v=1762018823,,,"Learn the De La Riva Balloon Sweep — a smooth, posture-breaking sweep that takes your opponent overhead and lands you cleanly in mount.",belts|hoodies,0,yes,1,0,0,0,,C,embed;product-like-tags,yes,MIGRATE,no,Tags look like Shopify product collection tags; strip on import
article,article,gid://shopify/Article/405422604348,How Mental Rehearsal Improves Your Jiu Jitsu,using-your-minds-eye-visualization-for-jiu-jitsu,blog,Articles,/blogs/blog/using-your-minds-eye-visualization-for-jiu-jitsu,true,2025-08-24T08:00:00Z,2020-01-04T02:35:16Z,2025-11-07T08:42:05Z,JJB Admin,true,182,html,5782,6297,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Copy_of_Copy_of_Leigh_Vids.png?v=1762504925,,,"Learn how to use visualisation to improve your Jiu Jitsu. Strengthen the mind-body connection, sharpen technique, and enhance performance through mental training.",Gis|rashguards,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/405422833724,The Science of Joint Locks in Jiu Jitsu,joint-locks-in-jiu-jitsu,blog,Articles,/blogs/blog/joint-locks-in-jiu-jitsu,true,2025-11-07T00:00:00Z,2020-01-04T02:35:24Z,2025-11-07T09:12:55Z,JJB Admin,true,184,html,10616,11450,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Armbar_Science_copy.png?v=1762506775,,,"Explore the biomechanics and physics of joint locks in Jiu Jitsu — how torque, leverage, and control make submissions effective and efficient.",Gis|rashguards,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/613468864794,Oliver Geddes Teaches the S Grip Arm Triangle,oliver-geddes-teaches-the-s-grip-arm-triangle,techniques,Techniques,/blogs/techniques/oliver-geddes-teaches-the-s-grip-arm-triangle,true,2025-11-17T13:50:56Z,2025-11-17T13:50:52Z,2025-11-17T13:51:00Z,JJB Admin,true,175,html,1618,2010,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Oli_Thumbnail-3.png?v=1763387460,,,"A focused breakdown of Oliver Geddes’ S-grip arm triangle, supporting the Oliver Geddes Foundation and celebrating his impact in BJJ.",,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/405424570428,Five Core Principles of Guard Retention,5-tips-to-instantly-improve-your-guard,blog,Articles,/blogs/blog/5-tips-to-instantly-improve-your-guard,true,2025-11-24T07:52:00Z,2020-01-04T02:36:39Z,2025-11-24T10:41:39Z,JJB Admin,true,177,html,6397,6950,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/CovHGBR-q_k-HD.jpg?v=1763980890,,,"A practical guide to guard retention, covering key principles, gi adjustments, and simple tactics to stop passes, stay mobile, and turn defence into offence.",patches|rashguards,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/405426733116,Eddie Bravo: A Jiu Jitsu Original,eddie-bravo-a-jiu-jitsu-original,blog,Articles,/blogs/blog/eddie-bravo-a-jiu-jitsu-original,true,2018-07-08T23:00:00Z,2020-01-04T02:38:31Z,2025-12-03T16:29:02Z,JJB Admin,true,153,html,11027,11752,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Eddie_Bravo_99ee9c96-af2c-417e-81e4-0e334e5f6c8e.png?v=1764779342,,Eddie Bravo: A Jiu Jitsu Original,"Love him or hate him, Eddie Bravo is one of the most influential figures in the jiu jitsu, having built an empire using his unique personality and style.",belts|Gis|rashguards,1,no,0,1,2,1,http://www.jiujitsubrotherhood.com/wp-content/uploads/eddie-bravo-royler-gracie-metamoris.jpg,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/906264595,The Value of Bad Positions in Jiu Jitsu,no-bad-positions-in-jiu-jitsu,blog,Articles,/blogs/blog/no-bad-positions-in-jiu-jitsu,true,2025-12-13T10:50:00Z,2017-11-08T10:42:30Z,2025-12-13T11:12:20Z,JJB Admin,true,142,html,4575,5045,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/No_Bad_Positions.png?v=1765624340,,,"There are no bad positions, only unfamiliar ones. Why learning to stay calm under pressure changes how you train and roll.",patches|rashguards|spats,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/614036013338,"Stronger, Healthier Shoulders for Jiu Jitsu",stronger-healthier-shoulders-for-jiu-jitsu,blog,Articles,/blogs/blog/stronger-healthier-shoulders-for-jiu-jitsu,true,2025-12-30T14:47:23Z,2025-12-30T14:47:50Z,2025-12-30T14:47:50Z,JJB Admin,true,176,html,1948,2730,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/GLP_2_Shoulder.png?v=1767106070,,,"Protect and strengthen your shoulders for Jiu Jitsu. Learn anatomy, injury risks, and simple mobility and strength exercises for long-term grappling health.",,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/405425881148,10 Reasons Your Jiu Jitsu Isn't Getting Better,10-reasons-your-jiu-jitsu-isnt-getting-better,blog,Articles,/blogs/blog/10-reasons-your-jiu-jitsu-isnt-getting-better,true,2026-01-06T08:30:08Z,2020-01-04T02:37:43Z,2026-01-06T12:45:37Z,JJB Admin,true,179,html,4419,6303,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Break_Plateau_copy.png?v=1767703537,,,Feeling stuck in your Jiu Jitsu journey? Discover 10 reasons progress stalls—and how to break through your plateau with smarter training.,belts|spats,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/614454264090,How to Roll as an Older Grappler (Without Breaking Yourself),how-to-roll-as-an-older-grappler-without-breaking-yourself,blog,Articles,/blogs/blog/how-to-roll-as-an-older-grappler-without-breaking-yourself,true,2026-01-22T13:35:34Z,2026-01-22T13:35:38Z,2026-01-22T13:38:06Z,JJB Admin,true,158,html,960,1346,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Old_Man_Rolling_Tips-2.png?v=1769089086,,,"Learn how to roll BJJ over 40 without injuries. Practical advice for older grapplers on pacing, pressure, and building a sustainable game.",belts|Gis|hoodies,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/605902209306,How to Overcome Low Back Pain in Brazilian Jiu-Jitsu,how-to-overcome-low-back-pain-in-brazilian-jiu-jitsu,blog,Articles,/blogs/blog/how-to-overcome-low-back-pain-in-brazilian-jiu-jitsu,true,2023-08-19T07:30:58Z,2023-08-17T07:13:05Z,2026-01-22T18:44:54Z,JJB Admin,true,300,html,16419,20613,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Hoe_to_Overcome_Back_Pain_18ca15d7-9654-4b69-85f7-2d6ecc92a9c0.png?v=1769107494,,,"The article offers practical insights into understanding and addressing one of the common issues many practitioners face. The author shares valuable tips, exercises, and preventive measures to help alleviate and prevent low back pain, contributing to a healthier and more enjoyable Jiu-Jitsu journey.",belts|patches|spats,3,yes,10,0,13,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/557199065148,Back Pain and Jiu Jitsu,back-pain-and-jiu-jitsu,blog,Articles,/blogs/blog/back-pain-and-jiu-jitsu,true,2022-10-03T10:28:12Z,2022-10-03T10:17:38Z,2026-01-22T18:46:33Z,JJB Admin,true,401,html,8289,9818,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Back_pain_and_Jiu_Jitsu.png?v=1769107593,,,"The article, written by a jiu jitsu black belt and medical doctor, explores the common causes of back pain in BJJ and provides practical insights into prevention and management.",patches|rashguards|spats,4,yes,1,0,2,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/405426864188,The Evolution of Jiu Jitsu,the-evolution-of-jiu-jitsu,blog,Articles,/blogs/blog/the-evolution-of-jiu-jitsu,true,2026-01-28T00:00:00Z,2020-01-04T02:38:36Z,2026-01-28T13:48:03Z,JJB Admin,true,166,html,7285,7674,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Copy_of_Break_Plateau_copy_2.png?v=1769608083,,The Evolution of Jiu Jitsu- Jiu Jitsu Brotherhood,"A reflective look at how Brazilian Jiu Jitsu has evolved from its early roots into a modern, global practice shaped by sport, culture, and change.",belts|Gis|patches,0,no,0,0,0,0,,A,,yes,MIGRATE,no,
technique,technique,gid://shopify/Article/614831489306,Oliver Geddes Teaches the Ezekiel Choke from Arm Triangle,oliver-geddes-teaches-the-ezekiel-choke-from-arm-triangle,techniques,Techniques,/blogs/techniques/oliver-geddes-teaches-the-ezekiel-choke-from-arm-triangle,true,2026-02-05T11:18:27Z,2026-02-05T11:18:54Z,2026-02-05T11:19:44Z,JJB Admin,true,178,html,1878,2270,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Oli_Ezekiel_Thumbnail.png?v=1770290384,,,"Oliver Geddes teaches an Ezekiel choke from the arm triangle, continuing his Progressive Jiu Jitsu Project series and supporting the Oliver Geddes Foundation.",,0,yes,1,0,0,0,,C,embed,yes,MIGRATE,no,
article,article,gid://shopify/Article/604536930586,If Sambo Was Easy It Would Be Called Jiu Jitsu,if-sambo-was-easy-it-would-be-called-jiu-jitsu,blog,Articles,/blogs/blog/if-sambo-was-easy-it-would-be-called-jiu-jitsu,true,2023-01-12T16:00:22Z,2023-01-03T15:31:18Z,2026-02-10T08:51:08Z,JJB Admin,true,117,html,5735,6561,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/Jiu_JItsu_Easy_Sambo.png?v=1770713468,,,The article provides a thought-provoking perspective on the intricacies and challenges inherent in both martial arts.,patches|rashguards|spats,1,no,0,0,3,0,,A,,yes,MIGRATE,no,
article,article,gid://shopify/Article/614973538586,"Why Discipline, Not Insight, Changes a Life",why-discipline-not-insight-changes-a-life,blog,Articles,/blogs/blog/why-discipline-not-insight-changes-a-life,true,2026-02-10T08:51:33Z,2026-02-10T08:52:41Z,2026-02-10T09:10:06Z,JJB Admin,true,153,html,14102,15907,true,https://cdn.shopify.com/s/files/1/0363/5125/articles/discipline_v_insight.png?v=1770714606,,,"BJJ mindset, discipline, and personal growth. What getting submitted teaches about ego, pressure, and real change on and off the mat.",,2,no,0,0,1,0,,A,,yes,MIGRATE,no,
